,home_team,home_score,home_scorers,away_team,away_score,away_scorers
3915,Norwich City,0,[],Southampton,0,[]
3916,Queens Park Rangers,3,"['Remy', 'Townsend', 'Jenas']",Sunderland,1,['Fletcher']
3917,Aston Villa,0,[],Manchester City,1,['Tevez']
3918,Tottenham Hotspur,2,"['Bale', 'Lennon']",Arsenal,1,['Mertesacker']
3919,Stoke City,0,[],West Ham United,1,['Collison']
3920,Wigan Athletic,0,[],Liverpool,4,"['Downing', 'Suarez', 'Suarez', 'Suarez']"
3921,Chelsea,1,['Ba'],West Bromwich Albion,0,[]
3922,Southampton,1,['Ramirez'],Queens Park Rangers,2,"['Remy', 'Bothroyd']"
3923,Sunderland,2,"['Gardner', 'Sessegnon']",Fulham,2,"['Berbatov', 'Riether']"
3924,Everton,3,"['Fellaini', 'Pienaar', 'Mirallas']",Reading,1,['Robson-Kanu']
3925,Manchester United,4,"['Kagawa', 'Kagawa', 'Kagawa', 'Rooney']",Norwich City,0,[]
3926,Swansea City,1,['Moore'],Newcastle United,0,[]
3927,West Ham United,2,"['Carroll', 'Cole']",Tottenham Hotspur,3,"['Bale', 'Sigurdsson', 'Bale']"
3928,Manchester City,2,"['Tour?', 'Tevez']",Chelsea,0,[]
3929,West Bromwich Albion,2,"['Lukaku', 'Lukaku']",Sunderland,1,['Sessegnon']
3930,Fulham,1,['Berbatov'],Stoke City,0,[]
3931,Norwich City,2,"['Kamara', 'Holt']",Everton,1,['Osman']
3932,Reading,0,[],Wigan Athletic,3,"['Kone', 'Kone', 'Figueroa']"
3933,Queens Park Rangers,0,[],Manchester United,2,"['Silva', 'Giggs']"
3934,Arsenal,2,"['Cazorla', 'Cazorla']",Aston Villa,1,['Weimann']
3935,Liverpool,5,"['Gerrard', 'Coutinho', 'Enrique', 'Suarez', 'Sturridge']",Swansea City,0,[]
3936,Liverpool,0,[],West Bromwich Albion,2,"['McAuley', 'Lukaku']"
3937,Manchester United,2,"['Giggs', 'Persie']",Everton,0,[]
3938,Tottenham Hotspur,2,"['Bale', 'Bale']",Newcastle United,1,['Gouffran']
3939,Stoke City,2,"['Huth', 'Jerome']",Reading,1,['Mariappa']
3940,Swansea City,4,"['Michu', 'Rangel', 'Hernandez', 'Michu']",Queens Park Rangers,1,['Zamora']
3941,Norwich City,0,[],Fulham,0,[]
3942,Sunderland,0,[],Arsenal,1,['Cazorla']
3943,Chelsea,4,"['Ramires', 'Hazard', 'Lampard', 'Marin']",Wigan Athletic,1,['Maloney']
3944,Manchester City,2,"['Dzeko', 'Ag?ero']",Liverpool,2,"['Sturridge', 'Gerrard']"
3945,West Bromwich Albion,0,[],Tottenham Hotspur,1,['Bale']
3946,Wigan Athletic,2,"['Caldwell', 'Maloney']",Southampton,2,"['Lambert', 'Schneiderlin']"
3947,Fulham,0,[],Manchester United,1,['Rooney']
3948,Queens Park Rangers,0,[],Norwich City,0,[]
3949,Reading,2,"['Kebe', 'Kebe']",Sunderland,1,['Gardner']
3950,Everton,3,"['Anichebe', 'Fellaini', 'Fellaini']",Aston Villa,3,"['Benteke', 'Agbonlahor', 'Benteke']"
3951,Newcastle United,3,"['Guti?rrez', 'Sissoko', 'Sissoko']",Chelsea,2,"['Lampard', 'Mata']"
3952,Arsenal,1,['Podolski'],Stoke City,0,[]
3953,West Ham United,1,['Carroll'],Swansea City,0,[]
3954,Norwich City,1,['Hoolahan'],Tottenham Hotspur,1,['Bale']
3955,Manchester United,2,"['Rooney', 'Rooney']",Southampton,1,['Rodriguez']
3956,Arsenal,2,"['Giroud', 'Walcott']",Liverpool,2,"['Suarez', 'Henderson']"
3957,Reading,2,"['Fondre', 'Fondre']",Chelsea,2,"['Mata', 'Lampard']"
3958,Everton,2,"['Baines', 'Baines']",West Bromwich Albion,1,['Long']
3959,Queens Park Rangers,0,[],Manchester City,0,[]
3960,Sunderland,0,[],Swansea City,0,[]
3961,Stoke City,2,"['Shawcross', 'Crouch']",Wigan Athletic,2,"['McArthur', 'Santo']"
3962,Aston Villa,1,['Benteke'],Newcastle United,2,"['Cisse', 'Cabaye']"
3963,Arsenal,5,"['Podolski', 'Giroud', 'Cazorla', 'Walcott', 'Giroud']",West Ham United,1,['Collison']
3964,Southampton,0,[],Everton,0,[]
3965,Tottenham Hotspur,1,['Dempsey'],Manchester United,1,['Persie']
3966,Chelsea,2,"['Mata', 'Lampard']",Arsenal,1,['Walcott']
3967,West Bromwich Albion,2,"['Brunt', 'Odemwingie']",Aston Villa,2,"['Benteke', 'Agbonlahor']"
3968,Swansea City,3,"['Davies', 'Guzman', 'Guzman']",Stoke City,1,['Owen']
3969,Manchester City,2,"['Silva', 'Silva']",Fulham,0,[]
3970,West Ham United,1,['Cole'],Queens Park Rangers,1,['Remy']
3971,Newcastle United,1,['Cabaye'],Reading,2,"['Fondre', 'Fondre']"
3972,Chelsea,2,"['Ba', 'Hazard']",Southampton,2,"['Lambert', 'Puncheon']"
3973,Manchester United,2,"['Persie', 'Vidic']",Liverpool,1,['Sturridge']
3974,Arsenal,0,[],Manchester City,2,"['Milner', 'Dzeko']"
3975,Sunderland,3,"['Larsson', 'Johnson', 'McClean']",West Ham United,0,[]
3976,Queens Park Rangers,0,[],Tottenham Hotspur,0,[]
3977,Reading,3,"['Kebe', 'Fondre', 'Pogrebnyak']",West Bromwich Albion,2,"['Lukaku', 'Lukaku']"
3978,Fulham,1,['Karagounis'],Wigan Athletic,1,['Santo']
3979,Norwich City,0,[],Newcastle United,0,[]
3980,Aston Villa,0,[],Southampton,1,['Lambert']
3981,Everton,0,[],Swansea City,0,[]
3982,Newcastle United,1,['Cisse'],Everton,2,"['Baines', 'Anichebe']"
3983,Liverpool,3,"['Sterling', 'Suarez', 'Suarez']",Sunderland,0,[]
3984,Chelsea,0,[],Queens Park Rangers,1,['Phillips']
3985,Swansea City,2,"['Routledge', 'Graham']",Aston Villa,2,"['Weimann', 'Benteke']"
3986,Tottenham Hotspur,3,"['Dawson', 'Adebayor', 'Dempsey']",Reading,1,['Pogrebnyak']
3987,Manchester City,3,"['Zabaleta', 'Dzeko', 'Ag?ero']",Stoke City,0,[]
3988,West Bromwich Albion,1,['Lukaku'],Fulham,2,"['Berbatov', 'Kacaniklic']"
3989,West Ham United,2,"['Noble', 'O?Brien']",Norwich City,1,['Martin']
3990,Wigan Athletic,0,[],Manchester United,4,"['Hernandez', 'Persie', 'Hernandez', 'Persie']"
3991,Queens Park Rangers,0,[],Liverpool,3,"['Suarez', 'Suarez', 'Agger']"
3992,Everton,1,['Pienaar'],Chelsea,2,"['Lampard', 'Lampard']"
3993,Reading,1,['Pogrebnyak'],West Ham United,0,[]
3994,Aston Villa,0,[],Wigan Athletic,3,"['Ramis', 'Boyce', 'Kone']"
3995,Fulham,1,['Ruiz'],Swansea City,2,"['Graham', 'Guzman']"
3996,Arsenal,7,"['Walcott', 'Oxlade-Chamberlain', 'Podolski', 'Walcott', 'Giroud', 'Giroud', 'Walcott']",Newcastle United,3,"['Ba', 'Marveaux', 'Ba']"
3997,Norwich City,0,[],Chelsea,1,['Mata']
3998,Stoke City,3,"['Walters', 'Jones', 'Walters']",Liverpool,1,['Gerrard']
3999,Aston Villa,0,[],Tottenham Hotspur,4,"['Defoe', 'Bale', 'Bale', 'Bale']"
4000,Reading,0,[],Swansea City,0,[]
4001,Sunderland,1,['Johnson'],Manchester City,0,[]
4002,Everton,2,"['Osman', 'Jagielka']",Wigan Athletic,1,['Kone']
4003,Fulham,1,['Berbatov'],Southampton,1,['Lambert']
4004,Chelsea,8,"['Torres', 'Luiz', 'Ivanovic', 'Lampard', 'Ramires', 'Oscar', 'Hazard', 'Ramires']",Aston Villa,0,[]
4005,Swansea City,1,['Michu'],Manchester United,1,['Evra']
4006,Tottenham Hotspur,0,[],Stoke City,0,[]
4007,Southampton,0,[],Sunderland,1,['Fletcher']
4008,Liverpool,4,"['Skrtel', 'Gerrard', 'Downing', 'Suarez']",Fulham,0,[]
4009,Newcastle United,1,['Ameobi'],Queens Park Rangers,0,[]
4010,Wigan Athletic,0,[],Arsenal,1,['Arteta']
4011,Manchester City,1,['Barry'],Reading,0,[]
4012,West Bromwich Albion,2,"['Gera', 'Lukaku']",Norwich City,1,['Snodgrass']
4013,West Ham United,1,['Cole'],Everton,2,"['Anichebe', 'Pienaar']"
4014,Reading,2,"['Fondre', 'Kebe']",Arsenal,5,"['Podolski', 'Cazorla', 'Cazorla', 'Cazorla', 'Walcott']"
4015,West Bromwich Albion,0,[],West Ham United,0,[]
4016,Tottenham Hotspur,1,['Vertonghen'],Swansea City,0,[]
4017,Queens Park Rangers,2,"['Taarabt', 'Taarabt']",Fulham,1,['Petric']
4018,Norwich City,2,"['Pilkington', 'Hoolahan']",Wigan Athletic,1,['Maloney']
4019,Newcastle United,1,['Ba'],Manchester City,3,"['Ag?ero', 'Garcia', 'Tour?']"
4020,Manchester United,3,"['Persie', 'Cleverley', 'Rooney']",Sunderland,1,['Campbell']
4021,Liverpool,1,['Gerrard'],Aston Villa,3,"['Benteke', 'Weimann', 'Benteke']"
4022,Sunderland,3,"['McClean', 'Fletcher', 'Sessegnon']",Reading,0,[]
4023,Fulham,2,"['Sidwell', 'Rodallega']",Newcastle United,1,['Arfa']
4024,Everton,2,"['Jelavic', 'Pienaar']",Tottenham Hotspur,1,['Dempsey']
4025,Manchester City,2,"['Tour?', 'Zabaleta']",Manchester United,3,"['Rooney', 'Rooney', 'Persie']"
4026,Southampton,1,['Puncheon'],Reading,0,[]
4027,Arsenal,2,"['Arteta', 'Arteta']",West Bromwich Albion,0,[]
4028,Aston Villa,0,[],Stoke City,0,[]
4029,Wigan Athletic,2,"['McCarthy', 'McCarthy']",Queens Park Rangers,2,"['Nelsen', 'Cisse']"
4030,Swansea City,3,"['Michu', 'Guzman', 'Michu']",Norwich City,4,"['Whittaker', 'Bassong', 'Holt', 'Snodgrass']"
4031,Sunderland,1,['Johnson'],Chelsea,3,"['Torres', 'Torres', 'Mata']"
4032,Newcastle United,3,"['Ba', 'Ba', 'Bigirimana']",Wigan Athletic,0,[]
4033,Norwich City,2,"['Bassong', 'Pilkington']",Sunderland,1,['Gardner']
4034,Liverpool,1,['Agger'],Southampton,0,[]
4035,West Bromwich Albion,0,[],Stoke City,1,['Whitehead']
4036,West Ham United,3,"['Cole', 'Diame', 'Maiga']",Chelsea,1,['Mata']
4037,Manchester City,1,['Tevez'],Everton,1,['Fellaini']
4038,Reading,3,"['Robson-Kanu', 'Fondre', 'Morrison']",Manchester United,4,"['Anderson', 'Rooney', 'Rooney', 'Persie']"
4039,Queens Park Rangers,1,['Mackie'],Aston Villa,1,['Holman']
4040,Fulham,0,[],Tottenham Hotspur,3,"['Sandro', 'Defoe', 'Defoe']"
4041,Arsenal,0,[],Swansea City,2,"['Michu', 'Michu']"
4042,Stoke City,2,"['Walters', 'Jerome']",Newcastle United,1,['Cisse']
4043,Wigan Athletic,0,[],Manchester City,2,"['Balotelli', 'Milner']"
4044,Manchester United,1,['Persie'],West Ham United,0,[]
4045,Chelsea,0,[],Fulham,0,[]
4046,Swansea City,3,"['Michu', 'Routledge', 'Routledge']",West Bromwich Albion,1,['Lukaku']
4047,Southampton,1,['Lambert'],Norwich City,1,['Snodgrass']
4048,Everton,1,['Fellaini'],Arsenal,1,['Walcott']
4049,Sunderland,0,[],Queens Park Rangers,0,[]
4050,Aston Villa,1,['Benteke'],Reading,0,[]
4051,Swansea City,0,[],Liverpool,0,[]
4052,Southampton,2,"['Lallana', 'Ramirez']",Newcastle United,0,[]
4053,Chelsea,0,[],Manchester City,0,[]
4054,Tottenham Hotspur,3,"['Defoe', 'Bale', 'Defoe']",West Ham United,1,['Carroll']
4055,Sunderland,2,"['Gardner', 'Sessegnon']",West Bromwich Albion,4,"['Gera', 'Long', 'Lukaku', 'Fortun?']"
4056,Manchester United,3,"['Evans', 'Fletcher', 'Hernandez']",Queens Park Rangers,1,['Mackie']
4057,Aston Villa,0,[],Arsenal,0,[]
4058,Everton,1,['Naismith'],Norwich City,1,['Bassong']
4059,Stoke City,1,['Adam'],Fulham,0,[]
4060,West Ham United,1,['O?Brien'],Stoke City,1,['Walters']
4061,Fulham,1,['Petric'],Sunderland,3,"['Fletcher', 'Cuellar', 'Sessegnon']"
4062,Newcastle United,1,['Ba'],Swansea City,2,"['Michu', 'Guzman']"
4063,West Bromwich Albion,2,"['Long', 'Odemwingie']",Chelsea,1,['Hazard']
4064,Norwich City,1,['Pilkington'],Manchester United,0,[]
4065,Reading,2,"['Fondre', 'Fondre']",Everton,1,['Naismith']
4066,Arsenal,5,"['Mertesacker', 'Podolski', 'Giroud', 'Cazorla', 'Walcott']",Tottenham Hotspur,2,"['Adebayor', 'Bale']"
4067,Liverpool,3,"['Suarez', 'Suarez', 'Enrique']",Wigan Athletic,0,[]
4068,Manchester City,5,"['Silva', 'Ag?ero', 'Tevez', 'Ag?ero', 'Tevez']",Aston Villa,0,[]
4069,Manchester City,2,"['Ag?ero', 'Dzeko']",Tottenham Hotspur,1,['Caulker']
4070,Chelsea,1,['Terry'],Liverpool,1,['Suarez']
4071,Newcastle United,0,[],West Ham United,1,['Nolan']
4072,Southampton,1,['Schneiderlin'],Swansea City,1,['Dyer']
4073,Stoke City,1,['Adam'],Queens Park Rangers,0,[]
4074,Everton,2,"['Fellaini', 'Jelavic']",Sunderland,1,['Johnson']
4075,Arsenal,3,"['Giroud', 'Podolski', 'Giroud']",Fulham,3,"['Berbatov', 'Kacaniklic', 'Berbatov']"
4076,Reading,0,[],Norwich City,0,[]
4077,West Bromwich Albion,2,"['Odemwingie', 'Odemwingie']",Southampton,0,[]
4078,Liverpool,1,['Suarez'],Newcastle United,1,['Cabaye']
4079,Queens Park Rangers,1,['Cisse'],Reading,1,['Gorkss']
4080,Swansea City,1,['Hernandez'],Chelsea,1,['Moses']
4081,Sunderland,0,[],Aston Villa,1,['Agbonlahor']
4082,Norwich City,1,['Johnson'],Stoke City,0,[]
4083,West Ham United,0,[],Manchester City,0,[]
4084,Tottenham Hotspur,0,[],Wigan Athletic,1,['Watson']
4085,Manchester United,2,"['Persie', 'Evra']",Arsenal,1,['Cazorla']
4086,Newcastle United,2,"['Ba', 'Cisse']",West Bromwich Albion,1,['Lukaku']
4087,Southampton,1,['Rodriguez'],Tottenham Hotspur,2,"['Bale', 'Dempsey']"
4088,Wigan Athletic,2,"['Ramis', 'McArthur']",West Ham United,1,['Tomkins']
4089,Aston Villa,1,['Benteke'],Norwich City,1,['Turner']
4090,Manchester City,1,['Tevez'],Swansea City,0,[]
4091,Reading,3,"['Leigertwood', 'McCleary', 'Robson-Kanu']",Fulham,3,"['Ruiz', 'Baird', 'Berbatov']"
4092,Arsenal,1,['Arteta'],Queens Park Rangers,0,[]
4093,Stoke City,0,[],Sunderland,0,[]
4094,Tottenham Hotspur,2,"['Gallas', 'Defoe']",Chelsea,4,"['Cahill', 'Mata', 'Mata', 'Sturridge']"
4095,Swansea City,2,"['Hernandez', 'Michu']",Wigan Athletic,1,['Boyce']
4096,West Bromwich Albion,1,['Long'],Manchester City,2,"['Dzeko', 'Dzeko']"
4097,Liverpool,1,['Sterling'],Reading,0,[]
4098,Norwich City,1,['Holt'],Arsenal,0,[]
4099,West Ham United,4,"['Noble', 'Nolan', 'Noble', 'Maiga']",Southampton,1,['Lallana']
4100,Fulham,1,['Baird'],Aston Villa,0,[]
4101,Tottenham Hotspur,2,"['Caulker', 'Lennon']",Aston Villa,0,[]
4102,Liverpool,0,[],Stoke City,0,[]
4103,Newcastle United,0,[],Manchester United,3,"['Evans', 'Evra', 'Cleverley']"
4104,West Bromwich Albion,3,"['Morrison', 'Gera', 'Mulumbu']",Queens Park Rangers,2,"['Taarabt', 'Granero']"
4105,Chelsea,4,"['Torres', 'Lampard', 'Hazard', 'Ivanovic']",Norwich City,1,['Holt']
4106,West Ham United,1,['Diame'],Arsenal,3,"['Giroud', 'Walcott', 'Cazorla']"
4107,Wigan Athletic,2,"['Kone', 'Santo']",Everton,2,"['Jelavic', 'Baines']"
4108,Manchester City,3,"['Kolarov', 'Ag?ero', 'Milner']",Sunderland,0,[]
4109,Swansea City,2,"['Michu', 'Routledge']",Reading,2,"['Pogrebnyak', 'Hunt']"
4110,Queens Park Rangers,1,['Taarabt'],West Ham United,2,"['Jarvis', 'Te']"
4111,Aston Villa,1,['Bent'],West Bromwich Albion,1,['Long']
4112,Fulham,1,['Petric'],Manchester City,2,"['Ag?ero', 'Dzeko']"
4113,Manchester United,2,"['Nani', 'Kagawa']",Tottenham Hotspur,3,"['Vertonghen', 'Bale', 'Dempsey']"
4114,Norwich City,2,"['Morison', 'Holt']",Liverpool,5,"['Suarez', 'Suarez', 'Sahin', 'Suarez', 'Gerrard']"
4115,Stoke City,2,"['Crouch', 'Crouch']",Swansea City,0,[]
4116,Sunderland,1,['Fletcher'],Wigan Athletic,0,[]
4117,Everton,3,"['Osman', 'Jelavic', 'Jelavic']",Southampton,1,['Ramirez']
4118,Arsenal,1,['Gervinho'],Chelsea,2,"['Torres', 'Mata']"
4119,Reading,2,"['Kebe', 'Hunt']",Newcastle United,2,"['Ba', 'Ba']"
4120,Newcastle United,1,['Ba'],Norwich City,0,[]
4121,Manchester City,1,['Lescott'],Arsenal,1,['Koscielny']
4122,Liverpool,1,['Gerrard'],Manchester United,2,"['Silva', 'Persie']"
4123,Swansea City,0,[],Everton,3,"['Anichebe', 'Mirallas', 'Fellaini']"
4124,Chelsea,1,['Cole'],Stoke City,0,[]
4125,West Ham United,1,['Nolan'],Sunderland,1,['Fletcher']
4126,West Bromwich Albion,1,['Lukaku'],Reading,0,[]
4127,Wigan Athletic,1,['Kone'],Fulham,2,"['Rodallega', 'Duff']"
4128,Everton,2,"['Baines', 'Anichebe']",Newcastle United,2,"['Ba', 'Ba']"
4129,Reading,1,['Robson-Kanu'],Tottenham Hotspur,3,"['Defoe', 'Bale', 'Defoe']"
4130,Aston Villa,2,"['Lowton', 'Benteke']",Swansea City,0,[]
4131,Queens Park Rangers,0,[],Chelsea,0,[]
4132,Manchester United,4,"['Scholes', 'Hernandez', 'B?ttner', 'Powell']",Wigan Athletic,0,[]
4133,Sunderland,1,['Fletcher'],Liverpool,1,['Suarez']
4134,Stoke City,1,['Crouch'],Manchester City,1,['Garcia']
4135,Fulham,3,"['Berbatov', 'Berbatov', 'Sidwell']",West Bromwich Albion,0,[]
4136,Norwich City,0,[],West Ham United,0,[]
4137,Southampton,2,"['Lambert', 'Schneiderlin']",Manchester United,3,"['Persie', 'Persie', 'Persie']"
4138,Newcastle United,1,['Arfa'],Aston Villa,1,['Clark']
4139,Liverpool,0,[],Arsenal,2,"['Podolski', 'Cazorla']"
4140,Wigan Athletic,2,"['Maloney', 'Santo']",Stoke City,2,"['Walters', 'Crouch']"
4141,West Bromwich Albion,2,"['Long', 'McAuley']",Everton,0,[]
4142,Manchester City,3,"['Tour?', 'Dzeko', 'Tevez']",Queens Park Rangers,1,['Zamora']
4143,Tottenham Hotspur,1,['Demb?l?'],Norwich City,1,['Snodgrass']
4144,Swansea City,2,"['Routledge', 'Michu']",Sunderland,2,"['Fletcher', 'Fletcher']"
4145,West Ham United,3,"['Nolan', 'Reid', 'Taylor']",Fulham,0,[]
4146,Liverpool,2,"['Skrtel', 'Suarez']",Manchester City,2,"['Tour?', 'Tevez']"
4147,Stoke City,0,[],Arsenal,0,[]
4148,Aston Villa,1,['Ahmadi'],Everton,3,"['Pienaar', 'Fellaini', 'Jelavic']"
4149,Southampton,0,[],Wigan Athletic,2,"['Santo', 'Kone']"
4150,Swansea City,3,"['Rangel', 'Michu', 'Graham']",West Ham United,0,[]
4151,Norwich City,1,['Jackson'],Queens Park Rangers,1,['Zamora']
4152,Chelsea,2,"['Hazard', 'Torres']",Newcastle United,0,[]
4153,Tottenham Hotspur,1,['Assou-Ekotto'],West Bromwich Albion,1,['Morrison']
4154,Chelsea,4,"['Lampard', 'Cahill', 'Torres', 'Ivanovic']",Reading,2,"['Pogrebnyak', 'Guthrie']"
4155,Everton,1,['Fellaini'],Manchester United,0,[]
4156,Manchester City,3,"['Tevez', 'Dzeko', 'Nasri']",Southampton,2,"['Lambert', 'Davis']"
4157,Wigan Athletic,0,[],Chelsea,2,"['Ivanovic', 'Lampard']"
4158,Arsenal,0,[],Sunderland,0,[]
4159,West Bromwich Albion,3,"['Gera', 'Odemwingie', 'Lukaku']",Liverpool,0,[]
4160,Queens Park Rangers,0,[],Swansea City,5,"['Michu', 'Michu', 'Dyer', 'Dyer', 'Sinclair']"
4161,Newcastle United,2,"['Ba', 'Arfa']",Tottenham Hotspur,1,['Defoe']
4162,Reading,1,['Fondre'],Stoke City,1,['Kightly']
4163,Fulham,5,"['Duff', 'Petric', 'Petric', 'Kacaniklic', 'Sidwell']",Norwich City,0,[]
4164,West Ham United,1,['Nolan'],Aston Villa,0,[]
4165,Manchester United,3,[],Liverpool,0,[]
4166,Swansea City,1,[],Tottenham Hotspur,2,[]
4167,Chelsea,2,[],Hull City,0,[]
4168,Crystal Palace,1,[],Stoke City,1,[]
4169,Sunderland,1,[],West Ham United,1,[]
4170,Arsenal,4,[],Newcastle United,1,[]
4171,West Bromwich Albion,1,[],Aston Villa,0,[]
4172,Southampton,1,[],Manchester United,2,[]
4173,West Ham United,3,[],Swansea City,1,[]
4174,Manchester City,1,[],Everton,0,[]
4175,Stoke City,3,[],Arsenal,2,[]
4176,Liverpool,0,[],Sunderland,0,[]
4177,Newcastle United,2,[],Chelsea,1,[]
4178,Tottenham Hotspur,0,[],Crystal Palace,0,[]
4179,Hull City,0,[],West Bromwich Albion,0,[]
4180,Chelsea,3,[],Tottenham Hotspur,0,[]
4181,Sunderland,1,[],Manchester City,4,[]
4182,Everton,1,[],Hull City,1,[]
4183,Arsenal,1,[],Southampton,0,[]
4184,West Bromwich Albion,1,[],West Ham United,2,[]
4185,Crystal Palace,0,[],Aston Villa,1,[]
4186,Manchester United,2,[],Stoke City,1,[]
4187,Tottenham Hotspur,2,[],Everton,1,[]
4188,Southampton,0,[],Manchester City,3,[]
4189,Swansea City,1,[],Crystal Palace,1,[]
4190,Liverpool,1,[],Stoke City,0,[]
4191,Sunderland,0,[],Chelsea,0,[]
4192,West Ham United,1,[],Newcastle United,0,[]
4193,Manchester United,3,[],Hull City,0,[]
4194,West Bromwich Albion,0,[],Arsenal,1,[]
4195,Aston Villa,1,[],Southampton,1,[]
4196,Crystal Palace,3,[],Liverpool,1,[]
4197,Hull City,1,[],Tottenham Hotspur,2,[]
4198,Arsenal,1,[],Manchester United,2,[]
4199,Manchester City,2,[],Swansea City,1,[]
4200,Chelsea,2,[],West Bromwich Albion,0,[]
4201,Everton,2,[],West Ham United,1,[]
4202,Swansea City,2,[],Arsenal,1,[]
4203,Tottenham Hotspur,1,[],Stoke City,2,[]
4204,Sunderland,1,[],Everton,1,[]
4205,West Bromwich Albion,0,[],Newcastle United,2,[]
4206,West Ham United,0,[],Aston Villa,0,[]
4207,Liverpool,1,[],Chelsea,2,[]
4208,Manchester United,1,[],Crystal Palace,0,[]
4209,Crystal Palace,1,[],Sunderland,3,[]
4210,Manchester City,1,[],Manchester United,0,[]
4211,Aston Villa,1,[],Tottenham Hotspur,2,[]
4212,Hull City,0,[],Southampton,1,[]
4213,Newcastle United,1,[],Liverpool,0,[]
4214,Stoke City,2,[],West Ham United,2,[]
4215,Everton,0,[],Swansea City,0,[]
4216,Manchester United,0,[],Chelsea,0,[]
4217,Tottenham Hotspur,0,[],Newcastle United,1,['Gouffran']
4218,Sunderland,0,[],Arsenal,2,"['Sanchez', 'Sanchez']"
4219,Liverpool,0,[],Hull City,0,[]
4220,Southampton,1,['Mane'],Stoke City,0,[]
4221,West Bromwich Albion,2,"['Brunt', 'Berahino']",Crystal Palace,2,"['Hangeland', 'Jedinak']"
4222,West Ham United,2,"['Valencia', 'Cresswell']",Manchester City,1,['Navas']
4223,West Bromwich Albion,2,"['Wisdom', 'Brunt']",Manchester United,2,"['Maria', 'Blind']"
4224,Stoke City,2,"['Adam', 'Assaidi']",Swansea City,1,['Bony']
4225,Arsenal,2,"['Mertesacker', 'Sanchez']",Hull City,2,"['Diame', 'Huddlestone']"
4226,Everton,3,"['Baines', 'Barkley', 'Baines']",Aston Villa,0,[]
4227,Crystal Palace,1,['Zaha'],Chelsea,2,"['Oscar', 'Oscar']"
4228,Manchester City,4,"['Lampard', 'Aguero', 'Aguero', 'Aguero']",Tottenham Hotspur,1,['Soldado']
4229,Tottenham Hotspur,1,['Chadli'],Southampton,0,[]
4230,Manchester United,2,"['Mata', 'Maria']",Everton,1,['Baines']
4231,Chelsea,2,"['Hazard', 'Fabregas']",Arsenal,0,[]
4232,Swansea City,2,"['Sigurdsson', 'Sigurdsson']",Newcastle United,2,"['Obertan', 'Ameobi']"
4233,Liverpool,2,"['Henderson', 'Sterling']",West Bromwich Albion,1,['Berahino']
4234,Aston Villa,0,[],Manchester City,2,"['Fernando', 'Milner']"
4235,Sunderland,3,"['Fletcher', 'Gomez', 'Wickham']",Stoke City,1,['Moses']
4236,Hull City,2,"['Robertson', 'Livermore']",Crystal Palace,0,[]
4237,Stoke City,1,['Moses'],Newcastle United,0,[]
4238,Manchester United,2,"['Rafael', 'Falcao']",West Ham United,1,['Sakho']
4239,Liverpool,1,['Gerrard'],Everton,1,['Jagielka']
4240,Chelsea,3,"['Willian', 'Azpilicueta', 'Willian']",Aston Villa,0,[]
4241,Sunderland,0,[],Swansea City,0,[]
4242,Arsenal,1,['Oxlade-Chamberlain'],Tottenham Hotspur,1,['Lamela']
4243,Everton,2,"['Osman', 'Baines']",Crystal Palace,3,"['Jedinak', 'Kelly', 'Puncheon']"
4244,Tottenham Hotspur,0,[],West Bromwich Albion,1,['Brunt']
4245,Manchester City,1,['Milner'],Chelsea,1,['Hazard']
4246,Swansea City,0,[],Southampton,1,['Pelle']
4247,Newcastle United,2,"['Tiote', 'Gouffran']",Hull City,2,"['Mohamady', 'Quinn']"
4248,West Ham United,3,"['Tomkins', 'Noble', 'Downing']",Liverpool,1,['Sterling']
4249,Southampton,4,"['Bertrand', 'Tadic', 'Davis', 'Ward-Prowse']",Newcastle United,0,[]
4250,West Bromwich Albion,0,[],Everton,2,"['Lukaku', 'Baines']"
4251,Arsenal,2,"['Ramsey', 'Wilshere']",Manchester City,2,"['Navas', 'Kolarov']"
4252,Liverpool,0,[],Aston Villa,1,['Agbonlahor']
4253,Aston Villa,2,"['Weimann', 'Richardson']",Hull City,1,['Quinn']
4254,Tottenham Hotspur,0,[],Liverpool,3,"['Henderson', 'Gerrard', 'Moreno']"
4255,Newcastle United,3,"['Riviere', 'Aarons', 'Williamson']",Crystal Palace,3,"['Gayle', 'Bolasie', 'Dann']"
4256,Manchester City,0,[],Stoke City,1,['Pieters']
4257,West Ham United,1,['Zarate'],Southampton,3,"['Schneiderlin', 'Ward-Prowse', 'Pelle']"
4258,Swansea City,3,"['Sigurdsson', 'Routledge', 'Sigurdsson']",West Bromwich Albion,0,[]
4259,Hull City,1,['Jelavic'],Stoke City,1,['Shawcross']
4260,Sunderland,1,['Larsson'],Manchester United,1,['Mata']
4261,Aston Villa,0,[],Newcastle United,0,[]
4262,Southampton,0,[],West Bromwich Albion,0,[]
4263,Everton,2,"['Barry', 'Lukaku']",Arsenal,2,"['Cazorla', 'Monreal']"
4264,Crystal Palace,1,['Jedinak'],West Ham United,3,"['Zarate', 'Kouyate', 'Cole']"
4265,Newcastle United,0,[],Manchester City,2,"['Dzeko', 'Aguero']"
4266,Liverpool,2,"['Henderson', 'Sterling']",Southampton,1,['Tadic']
4267,West Bromwich Albion,2,"['Berahino', 'Gardner']",Sunderland,2,"['Cattermole', 'Aanholt']"
